IP1	IP2	IP1_Det	IP2_Det	Overlap_Det	Union_Det	Jaccard_Det	IP1_Ints	IP2_Ints	Overlap_Ints	Union_Ints	Jaccard_Ints	IP1_Ints_inter	IP2_Ints_inter	Overlap_Ints_inter	Union_Ints_inter	Jaccard_Ints_inter	OverlapP_inter	Overlap_Ints_List	FC_Corr	FDR_Corr
m13.EC.PHACTR1	m9.SMC.ARHGEF26	1310	149	119	1340	0.0888059701492537	21	24	0	45	0	1	20	0	21	0	1		-0.0497892580864994	0.0691120187097043
m13.EC.PHACTR1	m10.SMC.FN1	1310	1305	683	1932	0.35351966873706	21	396	3	414	0.0072463768115942	10	233	3	240	0.0125	0.720599501701466	SQOR,MYO1D,SF3B3	0.165435001482673	0.0822223403251552
m13.EC.PHACTR1	m10.SMC.JCAD	1310	272	232	1350	0.171851851851852	21	97	1	117	0.00854700854700855	6	84	1	89	0.0112359550561798	0.935080607015909	THBS1	-0.339460617281944	0.108661579038579
m13.EC.PHACTR1	m12.SMC.PHACTR1	1310	1183	931	1562	0.596030729833547	21	50	3	68	0.0441176470588235	16	42	3	55	0.0545454545454545	0.0317366741152477	ACTC1,ACTB,PLOD1	0.131012475724642	0.0769258713701569
m13.EC.PHACTR1	m13.SMC.PLPP3	1310	1710	1049	1971	0.532217148655505	21	318	4	335	0.0119402985074627	17	179	4	192	0.0208333333333333	0.327171454887329	STOM,H2AC14,SQOR,THBS1	-0.156988734780522	0.0596777233290874
m13.EC.PHACTR1	m14.SMC.EDNRA	1310	1239	770	1779	0.432827431141091	21	208	3	226	0.0132743362831858	11	114	3	122	0.0245901639344262	0.214268915607767	RPS29,RBM39,SF3B3	0.0815817786036006	0.124004303121298
m13.EC.PHACTR1	m15.SMC.ARHGEF26	1310	712	573	1449	0.395445134575569	21	114	0	135	0	13	98	0	111	0	1		-0.061541306666626	-0.028772425400799
m15.EC.FLT1	m15.EC.PLPP3	461	1233	360	1334	0.269865067466267	198	556	64	690	0.0927536231884058	165	146	64	247	0.259109311740891	0.769044293441911	RPL29,HNRNPF,SF3A2,RTCB,RPL7,RPS28,SNRPB2,AP2B1,RPL7A,RPLP2,RPS5,RPL8,RPLP0,RPL34,RPL10A,RPL31,FAM120A,AP2A1,AP2M1,RPL13A,CTTN,NCL,RPL6,RPL36,LTBP1,RPS15A,BAG2,DDX17,RPL27,RPL12,ZCCHC3,RPS4Y1,RPL4,RPS4X,ZC3HAV1,RPS13,RPL30,RPL15,RPS26,RPL10,RPS11,IDH2,RPS3A,RPL21,FAM98A,KHDRBS1,MOV10,RPL18,RPS2,RPL3,ABLIM3,TUFM,HNRNPK,IGF2BP2,RPL24,RPL23A,CDK17,RPS19,RPL19,SPTAN1,IGF2BP3,HNRNPL,RPS8,RPS14	-0.189790231562755	0.161008553082564
m15.EC.FLT1	m17.EC.BCAS3	461	837	317	981	0.323139653414883	198	271	53	416	0.127403846153846	142	102	53	191	0.277486910994764	0.049995794175849	RPL29,HNRNPF,SF3A2,RPL7,SNRPB2,RPL7A,RPLP2,RPL8,RPLP0,RPL34,RPL10A,SF3A1,FAM120A,AP2A1,SRSF5,AP2M1,RPL13A,NCL,RPL6,RPL36,LTBP1,RPL27,CAPZB,RPL12,CAPZA1,RPS4Y1,RPL4,CAPZA2,RPS4X,ZC3HAV1,RPS13,SRSF9,RPL30,RPL15,RPS26,RPL10,RPS11,RPS3A,RPL21,KHDRBS1,RPL18,SVIL,RPL3,CALM2,MYO1D,IGF2BP2,RPL24,RPL23A,NPM1,CPSF6,RPL19,HNRNPL,RPS8	0.194689521111568	0.144189364503048
m15.EC.FLT1	m17.EC.JCAD	461	1344	398	1407	0.282871357498223	198	35	0	233	0	162	7	0	169	0	1		0.060373347486291	0.0965112168129361
m15.EC.FLT1	mB.SMC.ADAMTS7	461	514	260	715	0.363636363636364	198	178	61	315	0.193650793650794	111	111	61	161	0.37888198757764	0.000439099062939005	HNRNPF,RTCB,RPS28,AP2B1,RPL7A,RPLP2,RPL8,RPLP0,RPL34,RPL31,FAM120A,ERH,RPL13A,FXR1,CTTN,NCL,PCBP1,RPL6,RPS15A,SRSF7,RPL27,CAPZB,RPL12,RPS4X,ZC3HAV1,RPS13,YBX3,RPS26,RPL10,BCLAF1,RPS11,ARPC4,RPS3A,ARPC3,RPL21,ACTR2,FAM98A,KHDRBS1,ARPC2,ARF4,RPS2,TRA2A,ACTBL2,NUFIP2,ELAVL1,HNRNPK,LARP1,ARPC5,SRSF3,IGF2BP2,RPL24,FXR2,RPL23A,ACTR3,TRA2B,RPS19,ARPC1B,CPSF6,RPL19,IGF2BP3,RPS8	0.265751251675737	-0.16403204764959
m15.EC.FLT1	mB.SMC.EDN1	461	854	302	1013	0.298124383020731	198	230	40	388	0.103092783505155	133	92	40	185	0.216216216216216	0.600273612544726	RPL29,HNRNPF,RPL7,CLTC,RPL7A,RPLP2,RPL8,RPLP0,RPL34,RPL10A,EIF4A3,AP2M1,SRSF6,RPL13A,NCL,RPL6,RPL36,TMOD3,LTBP1,RPL27,CAPZB,RPL12,RPL4,ZC3HAV1,ACTB,RPL30,RPL15,RPL21,RPL18,ILF2,RPL3,MYO1D,ILF3,IGF2BP2,NPM1,PRPF8,IGF2BP3,HNRNPL,DHX9,RPS8	-0.165062869753385	-0.0123946601909605
m15.EC.FLT1	m5.SMC.BCAS3	461	445	142	764	0.18586387434555	198	44	2	240	0.00833333333333333	45	13	2	56	0.0357142857142857	0.957777237215977	ADD3,RPS13	-0.103193951432929	0.0818579041566248
m15.EC.FLT1	m6.SMC.HDAC9	461	237	84	614	0.136807817589577	198	20	5	213	0.0234741784037559	24	11	5	30	0.166666666666667	0.164711854461033	RPL31,NCL,LTBP1,RPS19,RPS14	0.233493376823631	0.0275511683347523
m15.EC.FLT1	m9.SMC.ARHGEF26	461	149	64	546	0.117216117216117	198	24	0	222	0	24	11	0	35	0	1		-0.348670418283183	0.0732362424044001
m15.EC.FLT1	m10.SMC.FN1	461	1305	297	1469	0.202178352620831	198	396	55	539	0.102040816326531	134	121	55	200	0.275	0.50847603264894	RPL29,CLTA,RPL7,SF3B3,CLTC,RPL7A,MYL6,RPLP2,RPL8,RPLP0,RPL34,CLTB,RPL10A,RPL31,RPL13A,FXR1,NCL,RPL6,RPL36,SRSF7,RPL27,RPL37A,RBM14,RPL4,PGAM5,ZC3HAV1,SMTN,SRSF9,RPL30,RPL15,RPL10,BCLAF1,RPL21,FAM98A,MOV10,RPL18,FUS,ILF2,RPL3,TAF15,MYO1D,ELAVL1,MYO1B,HNRNPU,SRSF3,IGF2BP2,RPL24,PARP1,RPL23A,TRA2B,NPM1,RPL19,IGF2BP3,HNRNPL,DHX9	-0.070591824497592	0.112339248788152
m15.EC.FLT1	m10.SMC.JCAD	461	272	135	598	0.225752508361204	198	97	25	270	0.0925925925925926	64	54	25	93	0.268817204301075	0.650340947169224	RPL29,RPL7,RPL7A,RPL31,AP2A1,RPL13A,RPL6,BAG2,RPL12,RPL4,RPS4X,RPL30,YBX3,RPL15,RPS3A,KHDRBS1,RPL3,HNRNPK,SRSF3,IGF2BP2,RPL24,RPS19,IGF2BP3,RPS8,RPS14	-0.0999888396698344	0.0500570608273986
m15.EC.FLT1	m12.SMC.PHACTR1	461	1183	338	1306	0.258805513016845	198	50	11	237	0.0464135021097046	157	27	11	173	0.0635838150289017	0.793612461228326	MYL12A,TPM2,SRSF6,TPM4,SRSF9,ACTB,ARPC5L,ACTC1,HNRNPU,NPM1,GTPBP4	-0.129854693147828	0.0581615755276727
m15.EC.FLT1	m13.SMC.PLPP3	461	1710	354	1817	0.194826637314254	198	318	13	503	0.025844930417495	162	51	13	200	0.065	0.999623560041353	RTCB,RPS28,RPS5,RPS13,YBX3,IDH2,RPS3A,FUS,MYO6,HNRNPU,CDK17,CPSF6,RPS8	-0.151900367217374	0.0918899840767345
m15.EC.FLT1	m14.SMC.EDNRA	461	1239	373	1327	0.281085154483798	198	208	15	391	0.0383631713554987	163	45	15	193	0.077720207253886	0.95243158145785	SF3B3,SNRPD2,U2SURP,CCDC9B,SF3A1,SRSF5,BAG2,RPL37A,SNRNP200,MOV10,RBM25,CHTOP,FUS,HSPA8,CPSF6	-0.0486718731313565	0.0927816792063846
m15.EC.FLT1	m15.SMC.ARHGEF26	461	712	271	902	0.300443458980044	198	114	37	275	0.134545454545455	130	67	37	160	0.23125	0.109581788339294	RPL7,SNRPD2,DHX15,RPL7A,RPLP2,SRRM2,RPL8,RPL34,RPL10A,TPM2,ERH,RPL13A,TPM4,NCL,RPL6,LTBP1,RPL27,RPL37A,RPL12,RPL4,SMTN,RPL30,RPL15,RPL10,RPS11,THRAP3,RPL21,MYO6,RPL3,LARP1,RPL24,HSPA8,NPM1,RPL19,SPTAN1,ATAD3A,RPS8	-0.00986463773247316	-0.00760633609144602
m15.EC.PLPP3	m17.EC.BCAS3	1233	837	703	1367	0.514264813460132	556	271	159	668	0.238023952095808	314	238	159	393	0.404580152671756	2.10240809075198e-17	LGALS1,EIF3E,EIF3L,RPLP2,EIF3I,EIF3D,EEF1G,CKAP5,EEF1B2,ACAP2,QKI,SLIRP,RPLP0,EIF4G1,KHDRBS1,DDX60,HNRNPLL,ATP5PO,RPS3,HCLS1,RPS26,EIF2S2,PSMD11,EEF1D,RPL29,CKAP4,CALU,CCAR2,RPS4X,PSMD13,HSP90B1,RPL5,RPS3A,RPL10,RPS6,SQOR,RPL12,RPS8,PSMD3,RPL8,NDUFA4,RPS11,FKBP11,PSMC1,ASPH,SLC25A5,CCT5,PSMD8,TUBB6,PSMD6,SLC25A3,RRBP1,S100A6,RPL10A,RPL18,RPL14,ATP1A1,RPL30,RPL6,RPS27L,DCTN2,RPS13,RPS24,RPL13,ROCK1,RPL7,PRPS1,RPS9,OASL,RPL36,RPL18A,PSMD1,RPL13A,IGF2BP1,DCTN3,PSMC4,STAU1,RPL32,DCTN1,RPL3,MAP1S,ZYX,RPS4Y1,RPL4,HNRNPL,HNRNPF,PSMC2,RPL34,MSN,PRKAR1A,SRP14,RPL26,RPL21,MYOF,RPL27A,RPL27,CSDE1,TCP1,PRPSAP1,MAP2,MCAM,OAS2,RPL24,DNAJC10,FAU,DNAJC8,LTBP1,IGF2BP2,RPL15,FAM120A,AP2M1,RPL17,ACOT9,SF3A2,MRPS7,RPL7A,DNAJC19,RNF213,NCL,RPL35A,YBX1,ZC3HAV1,MYO9B,KTN1,PPFIBP1,SNRPA,RPL19,SPTBN1,PSMD14,SLC25A1,PCBP2,PSMD2,HELZ2,PCNA,LUZP1,MRPS35,ATP5F1A,BMS1,ANKFY1,PPP2R1A,PSMC6,FILIP1L,VARS1,NUDT21,MTDH,RPL23A,RASIP1,AKAP11,ELMO2,DAPK3,PDIA6,WARS1,SNRPB2,DYNC1H1,AP2A1,STOM,G3BP1,PARP9,DYNC1I2	0.388702347911109	0.11853068049997
m15.EC.PLPP3	m17.EC.JCAD	1233	1344	723	1854	0.389967637540453	556	35	5	586	0.00853242320819113	343	10	5	348	0.014367816091954	0.559175421889546	EIF3E,DNAJA1,CARD6,LRRFIP1,PSMC4	-0.0140442030311347	0.0397512484074324
m15.EC.PLPP3	mB.SMC.ADAMTS7	1233	514	365	1382	0.26410998552822	556	178	90	644	0.139751552795031	177	143	90	230	0.391304347826087	7.08092589176084e-06	RPS10,RPLP2,RPS28,EIF3D,EEF1G,EEF1B2,RPLP0,EIF4G1,RPS20,KHDRBS1,RPS12,RPS3,RPS26,EEF1D,RPS4X,RPS7,RPS15A,RPS3A,RPL10,RPS6,RPL12,RPS8,ATXN2,MAP1A,RPL8,RPS11,RRBP1,S100A6,RPS23,S100A10,HNRNPK,RPL6,CPSF7,RPS13,RPS24,RPS25,RPL13,RPS9,RTCB,CTTN,RPL13A,IGF2BP1,PRKACA,STAU1,RPL28,PABPC4,HDLBP,RPS2,HNRNPF,SNRPD3,RPL34,PRKAR1A,RPL26,RPL21,RPL27A,RPL27,AP2B1,RPS15,IGF2BP3,RPL24,FAU,RPL31,PUF60,IGF2BP2,SERBP1,FAM120A,USP10,PABPC1,RPL17,RPS16,UPF1,PURA,RPL7A,NCL,YBX1,ZC3HAV1,RPL36AL,RPL19,FAM98A,DDX1,RPS19,PURB,LUC7L2,CEP170,PTBP1,NUDT21,RPL23A,PDIA6,KIF2A,G3BP1	0.102307354211889	-0.0215334409132205
m15.EC.PLPP3	mB.SMC.EDN1	1233	854	581	1506	0.385790172642762	556	230	91	695	0.130935251798561	271	159	91	339	0.268436578171091	0.00115663014992106	LRRC59,LGALS1,NT5E,EIF3K,EIF3H,EIF3B,EIF3E,EIF3M,EIF3L,RPS10,RPLP2,EIF3I,EIF3A,EIF3F,EEF1B2,ACAP2,RPLP0,EIF4G1,RPS20,RPS12,ATP5PO,HSPG2,EEF1D,RPL29,HSP90B1,RPS6,RPL12,RPS8,MAP1A,RPL8,ACTR1A,ASPH,RRBP1,S100A6,RPL10A,RPL18,RPL14,S100A10,RPL30,RPL6,EEF2,CPSF7,RPS25,ROCK1,RPL7,RPLP1,RPL36,RPL18A,RPL13A,RPL32,RPL3,PABPC4,RPL4,HNRNPL,HNRNPF,RPL34,DCTN4,RPL21,RPL27,FN1,IGF2BP3,OAS2,PHB,MAP4,LTBP1,IGF2BP2,IFIT3,RPL15,NOP14,PABPC1,AP2M1,TLN1,RPL7A,NCL,RPL35A,ZC3HAV1,LOXL2,HNRNPH2,PCBP2,LUZP1,CCAR1,GTF2I,DPY19L1,ANKFY1,CEP170,PTBP1,VARS1,MVP,DDX23,RB1CC1,S100A13	0.181052090273976	0.079871669735956
m15.EC.PLPP3	m5.SMC.BCAS3	1233	445	317	1361	0.232916972814107	556	44	19	581	0.0327022375215146	168	31	19	180	0.105555555555556	0.216919945115631	EIF3E,ATP6V1A,ARHGAP22,CALU,MAP1A,ACTR1A,SSRP1,RPS29,RPS13,TAGLN2,RPL9,ANPEP,PUF60,LOXL2,TUBA1A,LUZP1,CCT4,KPNB1,G3BP1	0.106173375507425	0.0346103504992909
m15.EC.PLPP3	m6.SMC.HDAC9	1233	237	161	1309	0.122994652406417	556	20	12	564	0.0212765957446809	83	14	12	85	0.141176470588235	0.00664044431202925	LGALS1,RPS10,RPS7,RPL23,RPS14,RPS25,RPL13,RPL31,LTBP1,NCL,CIRBP,RPS19	0.171231402858726	0.104230727741311
m15.EC.PLPP3	m9.SMC.ARHGEF26	1233	149	113	1269	0.0890464933018125	556	24	12	568	0.0211267605633803	51	18	12	57	0.210526315789474	0.0406014590972822	EIF3H,EEF1G,EEF1B2,EEF1A1P5,EEF1D,RRBP1,HSP90AB1,HSPB1,PPIB,PSMD2,NUDT21,PDIA6	0.254398248886348	0.0416898337583867
m15.EC.PLPP3	m10.SMC.FN1	1233	1305	620	1918	0.32325338894682	556	396	123	829	0.148371531966224	336	219	123	432	0.284722222222222	0.260086944862211	RPLP2,LRPPRC,HADHB,EEF1G,CKAP5,SLIRP,RPLP0,BTF3,EIF2S1,RPS27,ATP5PO,HSPG2,EIF2S3,EIF2S2,RPL29,CKAP4,MOGS,EIF5B,HSP90B1,RPL10,RPL38,SQOR,NEMF,ABCF2,MAP1A,RPL8,ASPH,CCT5,RRBP1,CLASP1,RPL10A,RPS23,RPL18,RPL14,RPL30,RPL6,EEF2,RPL23,CPSF7,PHLDB1,RPL13,RPL7,MTCL1,RPL36,RPL18A,RPL9,WDR11,RPL13A,IGF2BP1,ABCF1,RPL32,DDB1,RPL3,RPL28,MAP1S,HSP90AB1,RPL4,HNRNPL,MYCBP2,SNRPD3,RPL34,MSN,IQGAP1,RPL26,RPL21,RPL27A,RPL27,MARK2,TCP1,IGF2BP3,NAV1,RPL24,ARHGEF2,PHB,MAP4,RPL31,PUF60,IGF2BP2,TUT7,RPL15,DHX30,CCT3,CCT6A,RPL17,ACOT9,DHX57,PURA,RPL7A,NCL,RPL35A,KIF1B,ZC3HAV1,MYO9B,PPIB,KTN1,CIRBP,RPL36AL,LOXL2,SNRPA,TNRC6B,RPL19,TRIP6,PXDN,FAM98A,PURB,ESYT2,RRAS2,RBM4,GTF2I,ANKFY1,CEP170,MOV10,RCC2,NUDT21,MVP,PYM1,CAST,RPL23A,CCT4,RPL36A,KIF2A,LAMB1,CAPN1	-0.137793677542888	0.0913942052908972
m15.EC.PLPP3	m10.SMC.JCAD	1233	272	227	1278	0.177621283255086	556	97	71	582	0.121993127147766	123	84	71	136	0.522058823529412	4.76257063521437e-13	LGALS1,THBS1,RPS10,LRPPRC,HADHB,EIF3A,EEF1G,EIF3F,ACAP2,EIF4G1,KHDRBS1,RPSA,DDX60,RPS3,EEF1A1P5,RPL29,CKAP4,CCAR2,RPS4X,RPS7,RPS3A,RPS6,RPL12,RPS8,SLC25A5,RRBP1,RPL30,HNRNPK,RPL6,RPL23,RPS14,PRRC2A,RPS25,RPL13,ROCK1,RPL7,RPL13A,IGF2BP1,RPL3,RPL28,PABPC4,RPL4,TCP1,IGF2BP3,HSPB1,RPL24,MAP4,RPL31,IGF2BP2,SERBP1,RPL15,PABPC1,UPF1,RPL7A,HMGA2,YBX1,BAG2,TRIM25,PHLDB2,RPS19,PCBP2,HELZ2,LUC7L2,VAPA,CEP170,PTBP1,PYM1,CCT4,PDIA6,AP2A1,ARHGAP21	0.547024546944467	0.245779247507188
m15.EC.PLPP3	m12.SMC.PHACTR1	1233	1183	823	1593	0.516635279347144	556	50	2	604	0.0033112582781457	407	39	2	444	0.0045045045045045	0.999999999952567	LGALS1,PYM1	-0.283982926267814	0.0856037616965108
m15.EC.PLPP3	m13.SMC.PLPP3	1233	1710	935	2008	0.465637450199203	556	318	123	751	0.163781624500666	461	168	123	506	0.243083003952569	3.51532308062568e-12	NT5E,EIF3K,EIF3B,EIF3E,THBS1,EIF3L,HADHA,GPC1,LRPPRC,CD44,HADHB,RPS28,EIF3I,EIF3A,ATP6V0A1,EIF3D,EEF1G,PDAP1,EIF3C,EIF3F,EEF1B2,ATP6V1E1,QKI,SLIRP,RPS20,EIF4G2,SEC61B,CANX,RPS12,ATP6V1A,EIF2S1,RPS27,TCIRG1,HSPG2,EIF2S3,EIF2S2,EEF1D,CALU,NMT1,WDR61,EIF5B,RPS5,RPS3A,RPS6,SQOR,ERLIN1,RPS8,SEC62,CELF1,ABCF2,SLC25A5,DNAJA1,SSRP1,SLC25A3,RRBP1,GALNT2,MYADM,RPS27L,EEF2,RPS13,PTCD3,CTNND1,RPS25,ROCK1,RPS9,VAPB,HSD17B12,RTCB,ABCF1,GLG1,GOLIM4,FUT8,ATP5PB,ABCE1,TRAPPC5,IQGAP1,CSDE1,GFPT1,FN1,SERPINH1,RPS15,MAP2,TMTC3,TTC37,DNAJC10,ARHGEF2,PHB,MAP4,FAU,EHD4,IFIT3,CCT3,LAMC1,STRAP,TSR1,RPS16,DHX57,MTHFD1L,RCN2,TMED10,CIRBP,LOXL2,ERC1,BCAP31,PCBP2,VAPA,CDK17,CUL5,COPB2,RPN1,ATP5F1A,GTF2I,GARS1,CEP170,GNB1,MVP,UGDH,GSPT1,BYSL,PDIA6,KHSRP,IDH2,STOM	0.470431275714244	0.167144999343539
m15.EC.PLPP3	m14.SMC.EDNRA	1233	1239	682	1790	0.381005586592179	556	208	37	727	0.0508940852819807	329	94	37	386	0.0958549222797927	0.975752953584617	NT5E,EIF3L,EIF4E,PDAP1,EIF3G,ARHGAP22,NMT1,GIGYF2,PSMC5,PSMC1,PSMD8,DNAJA1,CPSF7,RPS29,DCTN2,HSD17B12,SNRPD3,SRP14,MARK2,NAV1,DNAJC10,FAU,PUF60,STRAP,SRPRA,BAG2,SNRPA,TNRC6B,PHLDB2,SRSF11,LUC7L2,RTN4,GNB1,MOV10,MVP,IGKV4-1,PDIA6	0.0451195904200667	0.202127062245894
m15.EC.PLPP3	m15.SMC.ARHGEF26	1233	712	569	1376	0.413517441860465	556	114	48	622	0.0771704180064309	267	99	48	318	0.150943396226415	0.407959930107872	EIF3E,RPLP2,SEC61B,IMPDH2,RPL10,RPL12,RPS8,RPL8,ACTR1A,RPS11,ASPH,SLC25A3,RRBP1,RPL10A,RPL14,RPL30,RPL6,RPS24,RPL13,RPL7,RPS9,RPL13A,RPL3,RPL28,BUB3,RPL4,RPL34,RPL21,RPL27,CSDE1,TCP1,HSPB1,RPL24,LTBP1,RPL15,CCT6A,RPL7A,NCL,RPL35A,GPATCH1,LOXL2,RPL19,SPTBN1,GARS1,JAK1,MVP,MTDH,SPTAN1	0.138794164238697	-0.0624494848806138
m17.EC.BCAS3	m17.EC.JCAD	837	1344	557	1624	0.342980295566502	271	35	3	303	0.0099009900990099	183	6	3	186	0.0161290322580645	0.309559259124643	FLNC,EIF3E,PSMC4	-0.06946634613868	0.0640723010571381
m17.EC.BCAS3	mB.SMC.ADAMTS7	837	514	303	1048	0.28912213740458	271	178	56	393	0.142493638676845	117	128	56	189	0.296296296296296	0.0735188926606594	RPLP0,RPLP2,ZC3HAV1,EEF1B2,PDIA6,CPSF6,EIF3D,RPL8,EEF1D,RPL27,EEF1G,YWHAZ,FAU,SNRPD1,RPL7A,KHDRBS1,RPL21,RPS26,RPL10,RPL13,RRBP1,SNRNP70,PRKAR1A,RPL27A,RPL19,RPL34,RPL6,RPL13A,RPL12,RPS6,HNRNPF,RPL23A,YBX1,PRDX1,TJP1,RPL17,S100A6,EIF4G1,RPS3A,IGF2BP2,G3BP1,RPS8,IGF2BP1,FAM120A,NUDT21,RPL24,NCL,RPS11,RPS3,RPS4X,RPS9,CAPZB,STAU1,RPS24,RPL26,RPS13	0.167038103359522	-0.11621089970119
m17.EC.BCAS3	mB.SMC.EDN1	837	854	477	1214	0.392915980230643	271	230	69	432	0.159722222222222	185	142	69	258	0.267441860465116	0.00302437030800767	RPLP0,RPLP2,TRIM21,OAS2,ISG15,NPM1,MYO1D,ANKFY1,VCP,USP15,RPL30,ZC3HAV1,ACAP2,EEF1B2,RPL18A,RPL36,HLA-A,RPL8,EEF1D,RPL27,ANGPTL4,LGALS1,RPL10A,RPL18,RPL35A,RPL7A,RPL21,HNRNPL,HNRNPA2B1,RPL14,ASPH,RRBP1,AP2M1,H1-0,RPL7,RPL32,HSPA5,RPL3,LTBP1,RPL34,RPL4,RPL6,RPL13A,VARS1,SAMHD1,RPL12,RPS6,HNRNPF,LUZP1,ROCK1,S100A6,EIF4G1,EIF3I,RPL29,IGF2BP2,RPS8,RPL15,HNRNPA3,PCBP2,XRCC5,ATP5PO,HSPD1,NCL,EIF3E,XRCC6,EIF3L,CAPZB,IVNS1ABP,HSP90B1	0.0735214341981489	0.00666672776663216
m17.EC.BCAS3	m5.SMC.BCAS3	837	445	241	1041	0.231508165225744	271	44	9	306	0.0294117647058824	89	22	9	102	0.0882352941176471	0.424745059492371	COPA,TXNDC12,CALU,SND1,LUZP1,G3BP1,EIF3E,RPS13,RPL22	0.110727848585833	0.0454176901032848
m17.EC.BCAS3	m6.SMC.HDAC9	837	237	139	935	0.148663101604278	271	20	5	286	0.0174825174825175	59	13	5	67	0.0746268656716418	0.722154552109805	LGALS1,RPL13,LTBP1,DPP7,NCL	0.06217663673341	-0.00724663292448146
m17.EC.BCAS3	m9.SMC.ARHGEF26	837	149	105	881	0.119182746878547	271	24	12	283	0.0424028268551237	40	18	12	46	0.260869565217391	0.00721863095081506	TRIM21,EEF1B2,PDIA6,PSMD2,EEF1D,EEF1G,EWSR1,TXNDC12,ARCN1,RRBP1,NUDT21,FLNA	0.338782796617647	0.245465128440671
m17.EC.BCAS3	m10.SMC.FN1	837	1305	453	1689	0.268206039076377	271	396	69	598	0.115384615384615	179	165	69	275	0.250909090909091	0.25453294634382	RPLP0,RPLP2,TRIM21,MYO1C,NPM1,MYO1D,ANKFY1,SQOR,RPL30,ZC3HAV1,EHD2,TCP1,CKAP4,CCT5,RPL18A,RPL36,RPL8,RPL27,EEF1G,CCT8,RPL10A,RPL18,RPL35A,RPL7A,KTN1,RPL21,EWSR1,CCT2,HNRNPL,RPL10,RPL13,RPL14,SSB,ASPH,RRBP1,RPL7,EIF2S2,RPL32,ACOT9,SNRNP70,RPL3,RPL27A,SNRPA,RPL19,HNRNPH3,MYO9B,RPL34,RPL4,RPL6,RPL13A,RPL23A,RPL17,MSN,MAP1S,RPL29,IGF2BP2,RPL15,IGF2BP1,ATP5PO,NUDT21,SRSF9,RARS1,RPL24,NCL,GOLGA3,SLIRP,CKAP5,HSP90B1,RPL26	0.00227319093051737	0.0896578833592942
m17.EC.BCAS3	m10.SMC.JCAD	837	272	199	910	0.218681318681319	271	97	38	330	0.115151515151515	88	71	38	121	0.31404958677686	0.0346067837292154	DDX60,RPL30,ACAP2,HELZ2,TCP1,PDIA6,CKAP4,EEF1G,LGALS1,CCT8,RPL7A,KHDRBS1,AP2A1,CCAR2,RPL13,RRBP1,RPL7,RPL3,RPL4,RPL6,RPL13A,RPL12,RPS6,YBX1,ROCK1,EIF4G1,RPS3A,RPL29,IGF2BP2,SLC25A5,RPS8,RPL15,IGF2BP1,PCBP2,RPL24,GOLGA3,RPS3,RPS4X	0.16626565261794	0.0671608379136306
m17.EC.BCAS3	m12.SMC.PHACTR1	837	1183	617	1403	0.439771917320029	271	50	10	311	0.0321543408360129	235	32	10	257	0.0389105058365759	0.842581994393585	NPM1,LGALS1,HNRNPA2B1,SSB,H1-0,HNRNPH3,SRSF4,HNRNPA3,RAD50,SRSF9	-0.294212037097174	0.154715663379298
m17.EC.BCAS3	m13.SMC.PLPP3	837	1710	652	1895	0.344063324538259	271	318	41	548	0.0748175182481752	246	103	41	308	0.133116883116883	0.356404123814797	DNAJC10,SQOR,LRCH3,MAP2,EEF1B2,DNAJA2,PDIA6,CPSF6,EIF3D,QKI,EEF1D,RPS27L,EEF1G,FAU,CALU,RRBP1,EIF2S2,SND1,STOM,SAMHD1,RPS6,SLC25A3,ROCK1,MRPL11,RPS3A,EIF3I,SLC25A5,ATP5F1A,RPS8,RCN1,CHD2,PCBP2,CSDE1,MRPS5,EIF3E,SLIRP,XRCC6,RPS9,EIF3L,TRIM22,RPS13	0.20413914692918	0.0645309792339197
m17.EC.BCAS3	m14.SMC.EDNRA	837	1239	508	1568	0.323979591836735	271	208	23	456	0.0504385964912281	182	70	23	229	0.100436681222707	0.753975467004639	TRIM21,DNAJC10,HSD17B4,DCTN2,PSMD8,PDIA6,CPSF6,FAU,SRP14,ARCN1,YWHAG,H1-0,SNRNP70,SNRPA,HNRNPH3,SRSF5,YWHAH,SRSF4,FLNC,SF3A1,PSMC1,HSPA9,EIF3L	-0.00691053874509638	0.114998674294408
m17.EC.BCAS3	m15.SMC.ARHGEF26	837	712	462	1087	0.425022999080037	271	114	44	341	0.129032258064516	169	90	44	215	0.204651162790698	0.00534832763235888	RPLP2,NPM1,USP15,RPL30,HSPA1A,TCP1,RPL8,RPL27,ANGPTL4,RPL10A,RPL35A,RPL7A,RPL21,CCT2,RPL10,RPL13,RPL14,ASPH,RRBP1,RPL7,HSPA5,RPL3,LTBP1,RPL19,RPL34,RPL4,RPL6,RPL13A,EIF4B,RPL12,MTDH,SPTBN1,SLC25A3,RPS8,RPL15,CSDE1,RPL24,NCL,RPS11,EPRS1,EIF3E,HSPA9,RPS9,RPS24	0.0119874808064043	0.122890780003263
m17.EC.JCAD	mB.SMC.ADAMTS7	1344	514	373	1485	0.251178451178451	35	178	2	211	0.00947867298578199	3	140	2	141	0.0141843971631206	0.316404471647529	AKAP9,PRKAR2A	-0.0594133452485715	-0.0188350841110154
m17.EC.JCAD	mB.SMC.EDN1	1344	854	498	1700	0.292941176470588	35	230	1	264	0.00378787878787879	5	144	1	148	0.00675675675675676	0.819990164152629	EIF3E	-0.0745348336747273	-0.0210946191686033
