Interactor	NumBaits	Baits
RAB1B	1	EDNRA
RAB3GAP1	1	ARHGEF26
RAB3GAP2	1	ARHGEF26
RAB5C	1	PLPP3
RAB7A	1	PLPP3
RAC1	1	PLPP3
RAC2	1	ARHGEF26
RACGAP1	1	EDNRA
RACK1	1	JCAD
RAD21	1	ARHGEF26
RAI1	1	FN1
RALA	1	PLPP3
RALGAPA1	1	FN1
RALY	1	FN1
RALYL	1	EDN1
RANBP1	1	ARHGEF26
RANBP10	1	BCAS3
RANBP2	1	FLT1
RANBP9	1	PLPP3
RANGAP1	1	FLT1
RASAL2	1	FN1
RASSF8	1	FN1
RBFOX2	1	FN1
RBM12B	1	FN1
RBM27	1	EDN1
RBM3	1	PLPP3
RBM33	1	FN1
RBM45	1	PLPP3
RBM4B	1	FN1
RBM8A	1	EDNRA
RBMS3	1	FN1
RBPMS	1	FN1
RCL1	1	BCAS3
RCN2	1	PLPP3
REEP3	1	PLPP3
REEP5	1	PLPP3
RELCH	1	JCAD
REPS1	1	EDNRA
RFC1	1	EDNRA
RFC2	1	PLPP3
RFC4	1	PLPP3
RIC8A	1	ARHGEF26
RICTOR	1	FN1
RIF1	1	EDN1
RIOK1	1	ARHGEF26
RNH1	1	ARHGEF26
RNMT	1	ARHGEF26
RPA2	1	ARHGEF26
RPA3	1	ARHGEF26
RPL17-C18orf32	1	FN1
RPL22	1	BCAS3
RPL22L1	1	FN1
RPL36A-HNRNPH2	1	FN1
RPL39P5	1	FN1
RPN1	1	PLPP3
RPN2	1	FN1
RPRD2	1	ARHGEF26
RPS10-NUDT3	1	JCAD
RPS17	1	ADAMTS7
RPS21	1	JCAD
RPS27A	1	ADAMTS7
RPUSD3	1	PLPP3
RRAD	1	FN1
RRP8	1	FN1
RSBN1L	1	PLPP3
RSRC2	1	PLPP3
RSU1	1	PLPP3
RTRAF	1	ADAMTS7
RUVBL1	1	PLPP3
RUVBL2	1	PLPP3
S100A16	1	FN1
SACM1L	1	ARHGEF26
SAP18	1	FLT1
SAP30BP	1	EDNRA
SARNP	1	EDN1
SARS2	1	ARHGEF26
SBDS	1	PLPP3
SCD	1	PLPP3
SDC4	1	PLPP3
SDF4	1	PLPP3
SEC11A	1	BCAS3
SEC13	1	EDNRA
SEC16A	1	FLT1
SEC23A	1	EDNRA
SEC24C	1	EDNRA
SEC31A	1	EDNRA
SEC62	1	PLPP3
SEMA3C	1	EDNRA
SEPTIN7	1	PLPP3
SEPTIN9	1	PLPP3
SERF2	1	HDAC9
SERPINA1	1	FN1
SERPINB8	1	ARHGEF26
SERPINH1	1	PLPP3
SF1	1	PLPP3
SF3A3	1	FLT1
SF3B4	1	EDN1
SH3BGRL2	1	EDNRA
SH3BGRL3	1	EDNRA
SH3GLB1	1	PLPP3
SH3KBP1	1	PLPP3
SH3PXD2B	1	ARHGEF26
SHC1	1	FN1
SHKBP1	1	FN1
SHROOM2	1	PLPP3
SKP1	1	PHACTR1
SLC16A3	1	EDNRA
SLC25A24	1	EDNRA
SLC25A4	1	JCAD
SLC39A7	1	PLPP3
SLIT2	1	PLPP3
SLK	1	PLPP3
SMARCA1	1	ARHGEF26
SMARCA2	1	EDNRA
SMARCA4	1	FN1
SMARCA5	1	ARHGEF26
SMARCB1	1	FN1
SMARCC1	1	FN1
SMC3	1	FN1
SMCHD1	1	ARHGEF26
SMG6	1	FN1
SMN1	1	EDNRA
SMNDC1	1	EDN1
SMOC1	1	FN1
SMURF2	1	EDNRA
SNAP23	1	PLPP3
SNRPG	1	FLT1
SNRPGP15	1	PLPP3
SNRPN	1	EDNRA
SNX33	1	FN1
SORBS2	1	JCAD
SORBS3	1	FN1
SPAG9	1	ADAMTS7
SPARC	1	EDNRA
SPATA5	1	PLPP3
SPATS2	1	PLPP3
SPATS2L	1	FN1
SPECC1L	1	EDN1
SPOCK1	1	PLPP3
SQSTM1	1	EDNRA
SRGAP1	1	EDNRA
SRGN	1	FN1
SRP72	1	ARHGEF26
SRP9	1	PLPP3
SRPK1	1	FN1
SRPX	1	PLPP3
SRPX2	1	FN1
SRRM1	1	EDN1
SRRT	1	BCAS3
SSBP3	1	FN1
SSH1	1	EDNRA
SSR3	1	PLPP3
STARD13	1	PLPP3
STK4	1	FN1
STT3B	1	PLPP3
STX12	1	PLPP3
SUGP1	1	BCAS3
SUPT16H	1	PLPP3
SUPT5H	1	BCAS3
SURF4	1	PLPP3
SWAP70	1	EDNRA
SYNRG	1	PLPP3
TAB3	1	FN1
TACC3	1	PLPP3
TAF2	1	FLT1
TAL1	1	FN1
TANC2	1	FN1
TAOK2	1	FN1
TAP2	1	BCAS3
TAPBP	1	ARHGEF26
TBC1D10B	1	FN1
TBL2	1	FN1
TCIRG1	1	PLPP3
TCOF1	1	PLPP3
TENT2	1	ARHGEF26
TENT5A	1	EDN1
TF	1	FN1
TFAM	1	PLPP3
TFIP11	1	EDN1
TFRC	1	EDNRA
TGFB1	1	PLPP3
TIA1	1	FN1
TIMM44	1	PLPP3
TIMP3	1	EDNRA
TINAGL1	1	FN1
TJP2	1	PLPP3
TMED10	1	PLPP3
TMED2	1	ARHGEF26
TMED9	1	PLPP3
TMEM102	1	ARHGEF26
TMEM131	1	PLPP3
TMEM214	1	PLPP3
TMEM41B	1	PHACTR1
TMOD2	1	PLPP3
TMSB4X	1	EDN1
TMTC3	1	PLPP3
TNC	1	EDN1
TNFAIP1	1	EDNRA
TNFAIP3	1	ADAMTS7
TNIK	1	ARHGEF26
TNPO1	1	ARHGEF26
TNRC6A	1	FN1
TNRC6C	1	FN1
TOMM20	1	PLPP3
TOMM34	1	PLPP3
TOMM5	1	PLPP3
TOP2A	1	PLPP3
TP53BP1	1	FLT1
TPI1	1	EDN1
TPM3	1	EDN1
TPP2	1	PLPP3
TRAF3	1	FN1
TRAPPC3	1	PLPP3
TRAPPC5	1	PLPP3
TRAPPC9	1	ARHGEF26
TRIM28	1	PLPP3
TRIM3	1	EDNRA
TRIM33	1	FN1
TRIM56	1	PLPP3
TRIO	1	FN1
TRIOBP	1	FN1
TRIP12	1	FN1
TRIP4	1	PLPP3
TRMT10C	1	ARHGEF26
TRMT112	1	FN1
TRMT1L	1	PLPP3
TSR1	1	PLPP3
TTN	1	ARHGEF26
TUBA1C	1	FN1
TUBB	1	PLPP3
TUBB2A	1	FN1
TUBGCP2	1	PLPP3
TUBGCP4	1	FN1
TWF1	1	ARHGEF26
U2AF1	1	ADAMTS7
U2AF1L5	1	EDNRA
UBA52	1	BCAS3
UBAP2	1	EDN1
UBAP2L	1	EDNRA
UBE2L6	1	ARHGEF26
UBL5	1	PLPP3
UBR4	1	PHACTR1
UGDH	1	PLPP3
UGGT2	1	EDNRA
UGP2	1	FN1
UHRF1BP1L	1	FN1
UNC45A	1	FLT1
UPF3B	1	EDNRA
UQCRQ	1	PLPP3
USP13	1	EDNRA
USP7	1	PLPP3
UTRN	1	ARHGEF26
VAPB	1	PLPP3
VCL	1	EDNRA
VDAC1	1	EDN1
VPS13A	1	EDN1
VPS13C	1	FN1
VPS33A	1	ARHGEF26
VPS35L	1	ADAMTS7
VPS39	1	PLPP3
VPS41	1	ARHGEF26
VTI1B	1	PLPP3
WASF2	1	PLPP3
WBP2	1	FN1
WDR33	1	FN1
WDR5	1	FN1
WDR59	1	FN1
WDR61	1	PLPP3
WDR83	1	PLPP3
WNK1	1	FN1
WTIP	1	FN1
WWC2	1	FN1
WWP1	1	EDNRA
XRN1	1	PLPP3
YAP1	1	FN1
YARS1	1	BCAS3
YES1	1	PLPP3
YTHDC1	1	FN1
YTHDF1	1	FN1
YTHDF2	1	PLPP3
YWHAB	1	EDN1
YWHAE	1	EDN1
YWHAQ	1	PHACTR1
ZBTB21	1	EDNRA
ZC3H18	1	EDN1
ZC3H7B	1	PLPP3
ZFP36L1	1	FN1
ZFP36L2	1	FN1
ZMYM4	1	FN1
ZNF521	1	BCAS3
ZNF618	1	FN1
ZNF638	1	EDN1
ZNFX1	1	FN1
