gene	rep1	rep2	logFC	pvalue	FDR	significant	accession_number	unique.peptides	imputed	chrom	bp.start	bp.end
RPL18A	0.0280248262360061	0.3877209406349	0.207872883435453	0.138441720082162	0.253809820150631	FALSE	M0R117|M0R117_HUMAN	9	FALSE	19	17970685	17974962
RPL18	0.0522273420668959	0.35944297886023	0.205835160463563	0.114554007243618	0.226886745648717	FALSE	G3V203|G3V203_HUMAN	8	FALSE	19	49118585	49122793
HNRNPA2B1	0.399790653847194	0.00999878745453131	0.204894720650863	0.159430309055492	0.280770125553392	FALSE	sp|P22626-2|ROA2_HUMAN	2	FALSE	7	26229547	26241149
CANX	0.298418709560973	0.10854697182566	0.203482840693316	0.069291797515174	0.167377146024829	FALSE	sp|P27824-2|CALX_HUMAN	2	FALSE	5	179105629	179157926
ILF3	0.0668994899407593	0.339306210903597	0.203102850422178	0.101706091465908	0.212644930000216	FALSE	sp|Q12906-4|ILF3_HUMAN	7	FALSE	19	10764937	10803093
SEC61A1	0.305184177032725	0.100963713018366	0.203073945025545	0.0744604361867177	0.173417628252453	FALSE	sp|P61619|S61A1_HUMAN	2	FALSE	3	127770484	127790526
ATP5F1A	0.309897138828838	0.0946825708034567	0.202289854816147	0.0791665058314375	0.179695402125326	FALSE	sp|P25705-2|ATPA_HUMAN	6	FALSE	18	43664110	43684300
PABPC1	0.208271909545417	0.195962536715971	0.202117223130694	0.040395789373351	0.123961327905347	FALSE	A0A087WTT1|A0A087WTT1_HUMAN	18	FALSE	8	101698044	101735037
TNRC6B	0.257962953124441	0.145563607274866	0.201763280199654	0.0509589027093182	0.142326622801416	FALSE	H0Y720|H0Y720_HUMAN	5	FALSE	22	40440821	40731812
ATXN2	0.17368025086234	0.226643007157946	0.200161629010143	0.0438261737069357	0.133343464682804	FALSE	H0YH87|H0YH87_HUMAN	3	FALSE	12	111890018	112037480
RPL23A	0.145142900364842	0.253078974521056	0.199110937442949	0.0521102310489517	0.143856429343631	FALSE	sp|P62750|RL23A_HUMAN	4	FALSE	17	27046411	27051377
CAND1	-0.0557562987144742	0.451393810482376	0.197818755883951	0.24163083593924	0.377218444752307	FALSE	sp|Q86VP6|CAND1_HUMAN	3	FALSE	12	67663061	67713731
AHNAK	0.223300269932174	0.171657056295697	0.197478663113935	0.0455185470820124	0.134936468649132	FALSE	sp|Q09666|AHNK_HUMAN	17	FALSE	11	62201016	62323707
TUBA1A	0.196604181340394	0.198093225198679	0.197348703269537	0.0433072215066029	0.132327621270176	FALSE	sp|Q71U36|TBA1A_HUMAN	20	FALSE	12	49578579	49583107
COL12A1	0.261215700682111	0.129254255212718	0.195234977947414	0.0603945447276458	0.156128771593759	FALSE	sp|Q99715-4|COCA1_HUMAN	2	FALSE	6	75794042	75915767
THBS1	0.186931302862099	0.203434251076384	0.195182776969241	0.0450091500446211	0.134613925442132	FALSE	sp|P07996|TSP1_HUMAN	73	FALSE	15	39873280	39891667
RPS4X	0.139952347919259	0.249566759640263	0.194759553779761	0.0558808443527047	0.148530868818527	FALSE	sp|P62701|RS4X_HUMAN	5	FALSE	X	71475529	71497150
ANKFY1	-0.069579851205166	0.457670432708845	0.194045290751839	0.2615891094867	0.39794938996381	FALSE	sp|Q9P2R3|ANFY1_HUMAN	8	FALSE	17	4067201	4167274
EIF4G1	0.159183217029401	0.228233829840761	0.193708523435081	0.0501133225297795	0.141624607149377	FALSE	sp|Q04637-6|IF4G1_HUMAN	17	FALSE	3	184032283	184053146
OBI1	0.181392727471529	0.205771091836926	0.193581909654227	0.0464222510430389	0.135836598475734	FALSE	sp|Q5W0B1|RN219_HUMAN	4	FALSE	13	79188426	79233314
NUFIP2	0.286155247214488	0.100655563971383	0.193405405592935	0.0778641769218728	0.177868646962106	FALSE	sp|Q7Z417|NUFP2_HUMAN	3	FALSE	17	27582854	27621136
RPS23	0.11929501639241	0.266299097081163	0.192797056736786	0.0664955904241813	0.162823106689348	FALSE	D6RD47|D6RD47_HUMAN	5	FALSE	5	81569177	81574396
RPS14	0.213182787823406	0.172359596086515	0.19277119195496	0.0479849818120492	0.13890389471909	FALSE	A0A2R8Y811|A0A2R8Y811_HUMAN	6	FALSE	5	149822753	149829319
RASSF1	0.0626547547476939	0.322424446944726	0.19253960084621	0.109482593547418	0.219271861026342	FALSE	sp|Q9NS23-2|RASF1_HUMAN	2	FALSE	3	50367219	50378411
MAP1B	0.23229048377182	0.151228145987186	0.191759314879503	0.0533016479489257	0.146017924457785	FALSE	sp|P46821|MAP1B_HUMAN	167	FALSE	5	71403061	71505395
TUFM	0.249406769929255	0.132799674892283	0.191103222410769	0.0604862513726872	0.156128771593759	FALSE	sp|P49411|EFTU_HUMAN	5	FALSE	16	28853732	28857729
RSRC2	0.126746022836048	0.254585419115674	0.190665720975861	0.0635044967630421	0.159617398716514	FALSE	sp|Q7L4I2|RSRC2_HUMAN	3	FALSE	12	122989190	123011547
MSN	0.365181516415436	0.0156696722005378	0.190425594307987	0.160495530161496	0.281772286895985	FALSE	sp|P26038|MOES_HUMAN	2	FALSE	X	64808257	64961791
RPN2	0.268107848776836	0.111422789722429	0.189765319249632	0.0722979879335375	0.170604162945476	FALSE	sp|P04844-2|RPN2_HUMAN	4	FALSE	20	35806813	35870022
CCN1	0.238931045415445	0.138672554877896	0.188801800146671	0.0591235942608704	0.154282371885118	FALSE	sp|O00622|CYR61_HUMAN	6	FALSE	1	86046444	86049645
TAF15	0.329166421983473	0.0434107765167546	0.186288599250114	0.131710215743718	0.247823169096733	FALSE	sp|Q92804|RBP56_HUMAN	4	FALSE	17	34136459	34191619
DDB1	0.257577650454621	0.113325212026403	0.185451431240512	0.073089227213636	0.170780383848855	FALSE	sp|Q16531|DDB1_HUMAN	3	FALSE	11	61066923	61110068
DCTN2	0.129867636025924	0.240526432821021	0.185197034423472	0.0646469466679332	0.159617398716514	FALSE	sp|Q13561|DCTN2_HUMAN	8	FALSE	12	57923885	57941114
RPS10	0.159476531236475	0.209862538331233	0.184669534783854	0.0552832717608089	0.148043218385687	FALSE	sp|P46783|RS10_HUMAN	6	FALSE	6	34385231	34393902
AGRN	0.175592065793847	0.187439661275139	0.181515863534493	0.0555576807905013	0.14822291703436	FALSE	sp|O00468-6|AGRIN_HUMAN	4	FALSE	1	955503	991496
HNRNPK	0.1412813741922	0.220499736510753	0.180890555351476	0.0626122078027041	0.158750810563594	FALSE	sp|P61978-3|HNRPK_HUMAN	15	FALSE	9	86582998	86595569
PSMD1	0.112149290595358	0.248545554105402	0.18034742235038	0.0763651786938329	0.176132589568034	FALSE	sp|Q99460-2|PSMD1_HUMAN	2	FALSE	2	231921578	232037541
TFPI2	0.235275787530217	0.124818674093081	0.180047230811649	0.0698077663326648	0.167491788348508	FALSE	sp|P48307|TFPI2_HUMAN	6	FALSE	7	93514709	93520303
DYNC1H1	0.171113307307778	0.188634476797304	0.179873892052541	0.0572004993283258	0.150972446188889	FALSE	sp|Q14204|DYHC1_HUMAN	14	FALSE	14	102430865	102517129
YWHAG	0.184125637037219	0.175045913222835	0.179585775130027	0.0572217243597049	0.150972446188889	FALSE	sp|P61981|1433G_HUMAN	3	FALSE	7	75956116	75988348
FARP1	0.238476717888517	0.119633710545681	0.179055214217099	0.0729578030709127	0.170780383848855	FALSE	sp|Q9Y4F1|FARP1_HUMAN	2	FALSE	13	98794816	99102027
TRIM21	0.131152344072987	0.225704726458961	0.178428535265974	0.0679644898522645	0.165287789946834	FALSE	sp|P19474|RO52_HUMAN	35	FALSE	11	4406127	4414926
MACF1	0.097723932322932	0.256389723895012	0.177056828108972	0.0874617074207648	0.194440881573964	FALSE	sp|Q9UPN3-4|MACF1_HUMAN	7	FALSE	1	39546988	39952849
QARS1	0.0469458074543532	0.304886897611237	0.175916352532795	0.133739305947048	0.250323570031779	FALSE	sp|P47897-2|SYQ_HUMAN	7	FALSE	3	49133365	49142562
CKAP4	0.180558443736299	0.167937527071331	0.174247985403815	0.0624027614833251	0.158750810563594	FALSE	sp|Q07065|CKAP4_HUMAN	29	FALSE	12	106631655	106698057
AP1B1	-0.155465980490256	0.502195412772178	0.173364716140961	0.386677567761543	0.520257110401831	FALSE	C9J1E7|C9J1E7_HUMAN	3	FALSE	22	29723669	29819168
TJP1	0.170156307366909	0.174819130952297	0.172487719159603	0.0640334665207552	0.159617398716514	FALSE	A0A087X0K9|A0A087X0K9_HUMAN	3	FALSE	15	29991571	30261068
LAMB1	0.162034673851881	0.182937278871542	0.172485976361711	0.0645213324026353	0.159617398716514	FALSE	sp|P07942|LAMB1_HUMAN	3	FALSE	7	107564244	107643700
VAPA	0.243422894412259	0.0988901955683694	0.171156544990314	0.0902376598027804	0.19913557641663	FALSE	sp|Q9P0L0|VAPA_HUMAN	2	FALSE	18	9913999	9960018
YBX1	0.0363575547560409	0.30217013371232	0.16926384423418	0.149939109702709	0.267026353032121	FALSE	sp|P67809|YBOX1_HUMAN	5	FALSE	1	43148098	43168020
RPS3	0.184401045197223	0.151781972067809	0.168091508632516	0.0700440494916968	0.16749664008884	FALSE	sp|P23396|RS3_HUMAN	18	FALSE	11	75110530	75133324
AGO2	-0.0332571094783738	0.369331582647064	0.168037236584345	0.239688198498918	0.375463810205771	FALSE	sp|Q9UKV8|AGO2_HUMAN	2	FALSE	8	141541264	141645718
HNRNPD	0.252448694461254	0.0811375884985281	0.166793141479891	0.106663938324964	0.216047353831018	FALSE	D6RAF8|D6RAF8_HUMAN	4	FALSE	4	83273651	83295656
RPS26P11	0.0469711923869696	0.286110203210541	0.166540697798755	0.14001016422325	0.255057549979657	FALSE	sp|Q5JNZ5|RS26L_HUMAN	3	FALSE	X	71264259	71264824
FN1	0.233569665995976	0.0990336859199665	0.166301675957971	0.0935228229853517	0.203868348885751	FALSE	sp|P02751-5|FINC_HUMAN	44	FALSE	2	216225163	216300895
PLOD2	0.172379978472129	0.158125158345218	0.165252568408673	0.0722447188004837	0.170604162945476	FALSE	sp|O00469|PLOD2_HUMAN	19	FALSE	3	145787227	145881440
SLC25A5	0.160157488252203	0.170071313499143	0.165114400875673	0.0722735376867059	0.170604162945476	FALSE	sp|P05141|ADT2_HUMAN	10	FALSE	X	118602363	118605282
OAS3	0.12898659310418	0.197687559061357	0.163337076082768	0.0804504409412335	0.18203185212969	FALSE	sp|Q9Y6K5|OAS3_HUMAN	4	FALSE	12	113376157	113411054
DOCK4	0.176779940439989	0.146811874637905	0.161795907538947	0.0773796987718015	0.177328476352045	FALSE	sp|Q8N1I0|DOCK4_HUMAN	23	FALSE	7	111366166	111846466
TRIM25	0.229839205424703	0.0905472607502773	0.16019323308749	0.104321284482472	0.213724121504205	FALSE	A0A3B3IUA7|A0A3B3IUA7_HUMAN	2	FALSE	17	54965270	54991399
ATP2A2	0.162378569822145	0.15727369183319	0.159826130827667	0.0787310775178743	0.179276179698344	FALSE	sp|P16615|AT2A2_HUMAN	6	FALSE	12	110718561	110788898
HSP90AA1	0.0595950202208968	0.257724181439144	0.15865960083002	0.132867843789242	0.249345166166163	FALSE	sp|P07900|HS90A_HUMAN	3	FALSE	14	102547075	102606036
CCT7	0.207228387044676	0.108645801634985	0.15793709433983	0.094695774715196	0.205174178549591	FALSE	sp|Q99832-3|TCPH_HUMAN	4	FALSE	2	73460548	73480149
DDX1	0.102294663866211	0.213424759422775	0.157859711644493	0.0984398565977919	0.210513235957007	FALSE	sp|Q92499|DDX1_HUMAN	14	FALSE	2	15731302	15771235
RPL27A	0.247313727202336	0.0683895344900201	0.157851630846178	0.124948154062052	0.241975300645818	FALSE	sp|P46776|RL27A_HUMAN	7	FALSE	11	8703958	8736306
COL6A1	0.297174660349583	0.0161147087951292	0.156644684572356	0.185297328344104	0.313209432071004	FALSE	A0A087X0S5|A0A087X0S5_HUMAN	9	FALSE	21	47401651	47424964
BCLAF1	0.177014245256341	0.131750891066076	0.154382568161208	0.0891110339222894	0.197258171066368	FALSE	sp|Q9NYF8|BCLF1_HUMAN	26	FALSE	6	136578001	136610989
PPP6R1	0.129146768319913	0.177070738748146	0.153108753534029	0.0913706816370261	0.201015499601457	FALSE	sp|Q9UPN7|PP6R1_HUMAN	2	FALSE	19	55741148	55770363
RPS27A	0.194669785707731	0.109845866102379	0.152257825905055	0.0999262918613512	0.212009788370523	FALSE	sp|P62979|RS27A_HUMAN	4	FALSE	19	18682540	18688360
RPS3A	0.242774615989191	0.0605578026580638	0.151666209323627	0.138281199099474	0.253809820150631	FALSE	sp|P61247|RS3A_HUMAN	10	FALSE	4	152020725	152025804
FAM120A	0.111971588585003	0.188357998772727	0.150164793678865	0.101308871060402	0.212644930000216	FALSE	sp|Q9NZB2|F120A_HUMAN	9	FALSE	9	96214004	96328397
PAM16	0.066307638274818	0.232567090947772	0.149437364611295	0.134882925838104	0.250496862270764	FALSE	sp|Q9Y3D7|TIM16_HUMAN	2	FALSE	16	4381550	4405608
CCN2	0.0785463636757804	0.217722820950772	0.148134592313276	0.125318786593547	0.241975300645818	FALSE	sp|P29279|CTGF_HUMAN	6	FALSE	6	132269316	132272518
GFPT1	0.133502964388541	0.162649785215937	0.148076374802239	0.0970539246389434	0.208389057407941	FALSE	sp|Q06210|GFPT1_HUMAN	10	FALSE	2	69546905	69614382
S100A13	0.0644268272590089	0.231396648331533	0.147911737795271	0.138305774756468	0.253809820150631	FALSE	sp|Q99584|S10AD_HUMAN	5	FALSE	1	153591263	153606568
ELMO2	0.148643591786389	0.142961530902138	0.145802561344263	0.0995144809248266	0.211764446015628	FALSE	sp|Q96JJ3|ELMO2_HUMAN	7	FALSE	20	44994688	45061704
EIF3L	0.138742974870151	0.149796254751465	0.144269614810808	0.10227378093599	0.212644930000216	FALSE	sp|Q9Y262|EIF3L_HUMAN	12	FALSE	22	38244875	38285414
DHX36	0.0660143738559711	0.220567528006917	0.143290950931444	0.142009086249099	0.257054421944572	FALSE	sp|Q9H2U1|DHX36_HUMAN	4	FALSE	3	153990335	154042286
QPCTL	0.19364231553886	0.0912600158928925	0.142451165715876	0.122553499546809	0.238762267509451	FALSE	sp|Q9NXS2|QPCTL_HUMAN	8	FALSE	19	46195741	46207247
E2F7	0.19188373334773	0.0928518469786042	0.142367790163167	0.121620522523389	0.238242941381434	FALSE	sp|Q96AV8-3|E2F7_HUMAN	3	FALSE	12	77415027	77459360
HNRNPA3	0.110586188616111	0.174141583224991	0.142363885920551	0.112153188900269	0.222748694621367	FALSE	sp|P51991-2|ROA3_HUMAN	2	FALSE	2	178077291	178088686
MATR3	0.261786527132028	0.0224674558110038	0.142126991471516	0.19310312279816	0.318130720738904	FALSE	A0A0R4J2E8|A0A0R4J2E8_HUMAN	8	FALSE	5	138609441	138667360
LRRFIP1	0.163674481509108	0.120460848544413	0.14206766502676	0.10908570223008	0.219090665995807	FALSE	sp|Q32MZ4-3|LRRF1_HUMAN	2	FALSE	2	238536219	238722325
COPA	0.118431095895833	0.164203771006001	0.141317433450917	0.11085466644425	0.221399682982231	FALSE	A0A3B3IS84|A0A3B3IS84_HUMAN	9	FALSE	1	160259063	160313190
RARS1	0.19352433503947	0.0855957931613602	0.139560064100415	0.130341882951439	0.246546154259996	FALSE	sp|P54136|SYRC_HUMAN	7	FALSE	5	167913450	167946304
VDAC2	0.195160184385774	0.0748920689409331	0.135026126663354	0.145064084224303	0.260605075930595	FALSE	A0A0A0MR02|A0A0A0MR02_HUMAN	2	FALSE	10	76969912	76991206
HDLBP	0.161286827036118	0.104231426852277	0.132759126944197	0.130237940286875	0.246546154259996	FALSE	sp|Q00341|VIGLN_HUMAN	7	FALSE	2	242166679	242256476
CHCHD3	0.138810738940634	0.123427606433182	0.131119172686908	0.128211946070126	0.244523844238283	FALSE	sp|Q9NX63|MIC19_HUMAN	2	FALSE	7	132469629	132766848
MAP1A	0.224863530447301	0.0359221299898103	0.130392830218556	0.19233972544331	0.317604858411008	FALSE	sp|P78559|MAP1A_HUMAN	29	FALSE	15	43803156	43823818
PCBP2	0.153720209004966	0.106261981604327	0.129991095304646	0.134569723473349	0.250496862270764	FALSE	H3BRU6|H3BRU6_HUMAN	2	FALSE	12	53835525	53874946
ROCK1	0.0950957752138493	0.16406844060198	0.129582107907915	0.140263811753045	0.255057549979657	FALSE	sp|Q13464|ROCK1_HUMAN	26	FALSE	18	18526867	18691812
HNRNPC	0.183444996494874	0.0710571603634023	0.127251078429138	0.160787542732255	0.281772286895985	FALSE	G3V4W0|G3V4W0_HUMAN	5	FALSE	14	21677295	21737653
ARHGAP22	0.164892321683197	0.0879757076178507	0.126434014650524	0.150132299187291	0.267026353032121	FALSE	sp|Q7Z5H3|RHG22_HUMAN	21	FALSE	10	49654077	49864310
PTBP1	0.123582796422451	0.128892297721272	0.126237547071861	0.139043226912334	0.254260632333297	FALSE	A6NLN1|A6NLN1_HUMAN	11	FALSE	19	797075	812327
TMED1	0.201640396657073	0.0470030922343696	0.124321744445721	0.189437493203221	0.317207980422256	FALSE	sp|Q13445|TMED1_HUMAN	2	FALSE	19	10943114	10946994
MAPK6	0.0794515587521545	0.164484594638463	0.121968076695309	0.164428603745907	0.287448537110815	FALSE	sp|Q16659|MK06_HUMAN	2	FALSE	15	52244303	52358462
IARS1	0.0188183729145237	0.22120301858552	0.120010695750022	0.232308982251178	0.368284229205833	FALSE	sp|P41252|SYIC_HUMAN	8	FALSE	9	94972489	95056038
HNRNPF	0.0170256389114911	0.221494933448827	0.119260286180159	0.236193770071762	0.372800321415696	FALSE	sp|P52597|HNRPF_HUMAN	4	FALSE	10	43881065	43904614
MOV10	0.166004289220862	0.0711088097374279	0.118556549479145	0.177683555728286	0.304661252627637	FALSE	sp|Q9HCE1-2|MOV10_HUMAN	6	FALSE	1	113215763	113243368
ACSL4	0.113905308885368	0.123023117984815	0.118464213435091	0.159225083031798	0.280770125553392	FALSE	sp|O60488-2|ACSL4_HUMAN	3	FALSE	X	108867473	108976632
MAP4	0.178535020985287	0.0569383056856587	0.117736663335473	0.191789362387043	0.317604858411008	FALSE	sp|P27816-6|MAP4_HUMAN	18	FALSE	3	47892182	48130769
ARF4	0.0778799903064424	0.155411832178832	0.116645911242637	0.177101865199632	0.304393830811867	FALSE	C9JAK5|C9JAK5_HUMAN	2	FALSE	3	57557090	57583947
DDX3Y	0.149656856361535	0.0809563338825221	0.115306595122029	0.178357995459943	0.304694986633685	FALSE	sp|O15523|DDX3Y_HUMAN	2	FALSE	Y	15016019	15032390
MYH9	0.180314655346752	0.0501799183708123	0.115247286858782	0.203891792671037	0.332078887835516	FALSE	sp|P35579|MYH9_HUMAN	129	FALSE	22	36677327	36784063
EEF1G	0.0611974121941685	0.167272682239904	0.114235047217036	0.19553941499718	0.320666701199504	FALSE	sp|P26641|EF1G_HUMAN	12	FALSE	11	62327073	62342401
FLNA	0.145028833312523	0.0791807595568983	0.112104796434711	0.187444993977293	0.315348636926505	FALSE	sp|P21333|FLNA_HUMAN	142	FALSE	X	153576892	153603006
PRMT1	0.164960430141807	0.0591395044133769	0.112049967277592	0.202515136843061	0.330589778179883	FALSE	E9PKG1|E9PKG1_HUMAN	6	FALSE	19	50179043	50192286
RPS13	0.0284988367277208	0.193135998155796	0.110817417441758	0.238875838835704	0.375376318170392	FALSE	sp|P62277|RS13_HUMAN	5	FALSE	11	17095936	17099334
LSM14A	0.137550160976794	0.0838239173853736	0.110687039181084	0.188741234483589	0.316783996844522	FALSE	sp|Q8ND56|LS14A_HUMAN	7	FALSE	19	34663409	34720420
EEF2	0.0850391876316898	0.133532976109478	0.109286081870584	0.192098303168225	0.317604858411008	FALSE	sp|P13639|EF2_HUMAN	9	FALSE	19	3976054	3985467
MMP1	0.131120039075224	0.0867971908169842	0.108958614946104	0.192287943325993	0.317604858411008	FALSE	sp|P03956|MMP1_HUMAN	13	FALSE	11	102660651	102668891
IFIT5	0.0505381563292993	0.165448156186244	0.107993156257772	0.220709205371995	0.352242210587256	FALSE	sp|Q13325-2|IFIT5_HUMAN	2	FALSE	10	91174343	91180758
IL1B	-0.0492050099657	0.264354308207164	0.107574649120732	0.36155999840776	0.499846534403554	FALSE	sp|P01584|IL1B_HUMAN	4	FALSE	2	113587328	113594480
ANXA6	-0.00317044942577027	0.217531871882393	0.107180711228311	0.291437653175135	0.429645200041695	FALSE	sp|P08133|ANXA6_HUMAN	6	FALSE	5	150480273	150537443
TMOD2	0.0279667551287091	0.185436065441795	0.106701410285252	0.249459994638533	0.38606903932154	FALSE	G5EA42|G5EA42_HUMAN	2	FALSE	15	52043758	52108565
RER1	0.013840995797235	0.19921048193897	0.106525738868102	0.268567784628413	0.407698441633365	FALSE	sp|O15258|RER1_HUMAN	4	FALSE	1	2323267	2336883
RPLP0	0.0964976367628232	0.115855436838693	0.106176536800758	0.197949871418202	0.3238767919085	FALSE	F8VU65|F8VU65_HUMAN	4	FALSE	12	120634489	120639038
HBA2	0.118856855213458	0.0896626531539972	0.104259754183728	0.20583157657698	0.333726511600686	FALSE	A0A2R8Y7C0|A0A2R8Y7C0_HUMAN	2	FALSE	16	222846	223709
CCDC9	0.366582424131893	-0.159322433508562	0.103629995311665	0.525048970081128	0.660933122549308	FALSE	sp|Q9Y3X0|CCDC9_HUMAN	2	FALSE	19	47759237	47775210
S100A11	0.00537418978892745	0.20183548695028	0.103604838369604	0.28793681927992	0.427920258512348	FALSE	sp|P31949|S10AB_HUMAN	2	FALSE	1	152004982	152020383
PFKFB4	0.273201353407639	-0.0688246944022062	0.102188329502716	0.405738550921355	0.540229169290073	FALSE	Q66S35|Q66S35_HUMAN	2	FALSE	3	48555117	48599448
RPL32	0.0974057124363661	0.105653865283092	0.101529788859729	0.213877032629541	0.343783419897865	FALSE	D3YTB1|D3YTB1_HUMAN	9	FALSE	3	12875984	12883087
RPL31	-0.292524555993982	0.487920229724537	0.0976978368652775	0.662955055896647	0.770752625961143	FALSE	sp|P62899|RL31_HUMAN	4	FALSE	2	101618177	101640494
RBM17	0.193412163438829	0.00150075896638313	0.0974564612026061	0.310509431945411	0.450333151807239	FALSE	sp|Q96I25|SPF45_HUMAN	4	FALSE	10	6130950	6159420
MYO9B	0.22716293179905	-0.0323167329524843	0.0974230994232828	0.362108049016683	0.499846534403554	FALSE	sp|Q13459-2|MYO9B_HUMAN	7	FALSE	19	17186591	17325346
DNAJC10	-0.031076387738576	0.225080809897491	0.0970022110794575	0.361380331196371	0.499846534403554	FALSE	sp|Q8IXB1-2|DJC10_HUMAN	5	FALSE	2	183580999	183659191
SRPK1	0.112633793546163	0.0792909795291763	0.0959623865376696	0.238369826679952	0.375376318170392	FALSE	sp|Q96SB4|SRPK1_HUMAN	3	FALSE	6	35800743	35889119
DCTN1	-0.029685827103485	0.220364540016135	0.095339356456325	0.364088357692114	0.500621491826656	FALSE	sp|Q14203-3|DCTN1_HUMAN	14	FALSE	2	74588281	74619214
HSPD1	0.0322772101799345	0.15700865918101	0.0946429346804722	0.278868090512495	0.419439475988471	FALSE	sp|P10809|CH60_HUMAN	7	FALSE	2	198351305	198381461
RTRAF	0.0208584717069478	0.167104893449345	0.0939816825781464	0.294721427619332	0.432449146950165	FALSE	sp|Q9Y224|RTRAF_HUMAN	5	FALSE	14	52456193	52471420
CAPRIN1	0.0774912728656396	0.109196479127384	0.0933438759965118	0.249125477550411	0.38606903932154	FALSE	sp|Q14444|CAPR1_HUMAN	6	FALSE	11	34073230	34122703
VCP	0.0376052573637011	0.14766018225076	0.0926327198072305	0.279821860204896	0.419439475988471	FALSE	sp|P55072|TERA_HUMAN	18	FALSE	9	35056061	35073246
SMCHD1	0.0714713015863637	0.112831155028093	0.0921512283072283	0.256156138823075	0.391349656535253	FALSE	sp|A6NHR9-2|SMHD1_HUMAN	8	FALSE	18	2655737	2805015
DSTN	-0.0146094515043345	0.192268156595613	0.0888293525456392	0.361460943112279	0.499846534403554	FALSE	F6RFD5|F6RFD5_HUMAN	2	FALSE	20	17550508	17590564
P4HA1	0.111127767228105	0.0659845716078706	0.0885561694179878	0.273316251416023	0.414027796106899	FALSE	sp|P13674|P4HA1_HUMAN	5	FALSE	10	74766975	74856732
PLOD1	0.114317308344962	0.0603716827161449	0.0873444955305534	0.281341412663929	0.42083495827345	FALSE	sp|Q02809|PLOD1_HUMAN	8	FALSE	1	11994262	12035595
MARS1	0.0564153349710033	0.118040105443999	0.0872277202075011	0.284232036931704	0.423387305012851	FALSE	sp|P56192|SYMC_HUMAN	4	FALSE	12	57869228	57911352
COPRS	0.422944933500432	-0.249611604091537	0.0866666647044474	0.659825483627344	0.768363551781028	FALSE	sp|Q9NQ92|COPRS_HUMAN	3	FALSE	17	30178883	30186356
NT5C2	0.0735596637066074	0.0996927755039643	0.0866262196052858	0.278822108665999	0.419439475988471	FALSE	sp|P49902|5NTC_HUMAN	6	FALSE	10	104845940	104953056
EIF3H	0.0631948441772678	0.109680930119474	0.0864378871483709	0.283704830251632	0.423387305012851	FALSE	A0A087WZK9|A0A087WZK9_HUMAN	3	FALSE	8	117654369	117779164
PDLIM4	0.144821350867279	0.0255142211540011	0.08516778601064	0.320359954881156	0.459954553694833	FALSE	sp|P50479|PDLI4_HUMAN	2	FALSE	5	131593364	131609147
PSMC2	0.0404259397266316	0.126424193954051	0.0834250668403413	0.312364312503494	0.452106241781373	FALSE	sp|P35998|PRS7_HUMAN	5	FALSE	7	102984701	103009842
GID8	0.0837480425968842	0.0822630971660523	0.0830055698814682	0.294830420450664	0.432449146950165	FALSE	sp|Q9NWU2|GID8_HUMAN	3	FALSE	20	61569471	61576996
MYO1C	0.170757843123976	-0.00635951004463919	0.0821991665396684	0.373152398672182	0.508198028667829	FALSE	F5H6E2|F5H6E2_HUMAN	24	FALSE	17	1367392	1396106
WDR11	0.105858075456606	0.0579240542612709	0.0818910648589384	0.306844673614519	0.446830838359228	FALSE	sp|Q9BZH6|WDR11_HUMAN	3	FALSE	10	122610687	122669036
CAVIN1	0.0266992231625025	0.135927385273195	0.0813133042178487	0.334692281151713	0.475231567498995	FALSE	sp|Q6NZI2|CAVN1_HUMAN	11	FALSE	17	40554470	40575535
TXNDC5	0.102887282875237	0.0597267178368703	0.0813070003560536	0.308704093618689	0.448624851498705	FALSE	sp|Q8NBS9-2|TXND5_HUMAN	4	FALSE	6	7881483	8026646
KIF5B	0.17496457244258	-0.0130755713372217	0.0809445005526792	0.387694623880696	0.520257110401831	FALSE	sp|P33176|KINH_HUMAN	8	FALSE	10	32297938	32345359
GNB4	-0.063087554895084	0.223278512282661	0.0800954786937885	0.466728016475092	0.603048939011236	FALSE	sp|Q9HAV0|GBB4_HUMAN	2	FALSE	3	179116990	179169378
PSMD7	-0.0992640588934393	0.259454200800864	0.0800950709537123	0.519409791180145	0.657306195918236	FALSE	sp|P51665|PSMD7_HUMAN	3	FALSE	16	74330673	74340186
P4HB	0.0902833903296596	0.069057198920131	0.0796702946248953	0.313468414782087	0.452534660927069	FALSE	sp|P07237|PDIA1_HUMAN	32	FALSE	17	79801035	79818570
AKAP12	0.0325145487406253	0.124163958845646	0.0783392537931356	0.341919599342152	0.481245105373304	FALSE	sp|Q02952-3|AKA12_HUMAN	6	FALSE	6	151561134	151679692
KIF11	-0.0359120393998644	0.186423613503983	0.0752557870520593	0.444426685650805	0.58351764673034	FALSE	sp|P52732|KIF11_HUMAN	50	FALSE	10	94353043	94415150
FHL2	0.068235681973011	0.0821559122687532	0.0751957971208821	0.33753493076901	0.476951532608383	FALSE	sp|Q14192|FHL2_HUMAN	7	FALSE	2	105974169	106054970
PPIB	0.121401769842063	0.0265500151783442	0.0739758925102036	0.368218529436866	0.504267993539265	FALSE	sp|P23284|PPIB_HUMAN	4	FALSE	15	64448011	64455404
KARS1	0.0940199082327169	0.0496903665132677	0.0718551373729923	0.362126580169288	0.499846534403554	FALSE	sp|Q15046|SYK_HUMAN	3	FALSE	16	75661622	75682541
